COUNTYNS,ST,COUNTY,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
ID_01213678,PA,Mercer,33%,33%,50%,67%,50%,100%,100%,100%,100%,,67%,0%,100%,100%,100%,,100%
ID_01213679,PA,Mifflin,,0%,,100%,,,100%,,,0%,100%,100%,100%,100%,,0%,100%
ID_01213680,PA,Montgomery,138%,100%,93%,100%,118%,81%,82%,79%,75%,60%,86%,82%,78%,108%,58%,71%,100%
ID_01213681,PA,Montour,,,,,,100%,,,,,,,,,,,100%
ID_01213682,PA,Perry,,100%,33%,,,,0%,50%,100%,100%,100%,100%,,0%,,100%,100%
ID_01213683,PA,Pike,100%,100%,100%,50%,,100%,,0%,100%,33%,100%,100%,100%,100%,100%,,
ID_01213684,PA,Potter,,,100%,,100%,100%,,,50%,100%,,,100%,,,,100%
ID_01213685,PA,Schuylkill,117%,77%,80%,100%,75%,67%,67%,100%,100%,125%,100%,100%,114%,0%,50%,100%,100%
ID_01213686,PA,Snyder,75%,,,100%,,100%,100%,100%,100%,,,,100%,0%,,0%,
ID_01213687,PA,Sullivan,,,,,,,,,,,,,100%,,,,
ID_01213688,PA,Susquehanna,0%,100%,0%,100%,50%,,,0%,100%,,,,100%,,,100%,
ID_01213689,PA,Union,,,,,0%,,100%,100%,0%,,,,,,,,100%
ID_01213690,PA,Venango,300%,0%,,,100%,,67%,,100%,100%,100%,,100%,100%,100%,,100%
ID_01213691,PA,Warren,100%,100%,100%,,100%,,,100%,100%,,,125%,100%,100%,100%,150%,
ID_01213692,PA,Wayne,,,0%,100%,100%,200%,50%,0%,50%,150%,100%,,100%,100%,,100%,
ID_01214033,PA,Greene,75%,,,,100%,100%,,67%,0%,,100%,100%,100%,,100%,,0%
ID_01214034,PA,Lebanon,67%,100%,29%,50%,67%,100%,100%,63%,100%,100%,50%,100%,133%,50%,25%,,75%
ID_01214112,PA,Beaver,63%,25%,50%,100%,100%,100%,50%,82%,75%,50%,67%,88%,50%,50%,100%,100%,100%
ID_01214720,PA,Centre,50%,150%,,,100%,100%,,50%,100%,200%,67%,0%,33%,200%,100%,83%,50%
ID_01214721,PA,Clinton,,50%,,,,100%,100%,,100%,100%,,50%,150%,100%,,,
ID_01219778,RI,Kent,50%,33%,,0%,100%,,,,100%,100%,80%,50%,,100%,17%,150%,
ID_01219779,RI,Newport,50%,67%,,100%,100%,100%,100%,,,,,0%,,200%,100%,0%,100%
ID_01219781,RI,Providence,41%,60%,35%,56%,19%,33%,22%,42%,36%,35%,45%,50%,58%,48%,58%,70%,55%
ID_01219782,RI,Washington,100%,,,100%,100%,100%,,100%,100%,,,100%,,,67%,100%,100%
ID_01244251,SC,Lexington,100%,82%,106%,100%,83%,77%,80%,69%,71%,70%,82%,78%,100%,85%,82%,82%,100%
ID_01244717,SC,Sumter,100%,71%,86%,100%,83%,59%,90%,64%,27%,56%,100%,100%,100%,67%,78%,75%,83%
ID_01244832,SC,Oconee,100%,50%,133%,86%,100%,75%,67%,100%,100%,,100%,100%,75%,50%,60%,0%,100%
ID_01245489,SC,Greenville,72%,83%,81%,96%,85%,87%,95%,78%,67%,67%,81%,72%,65%,61%,76%,69%,52%
ID_01245652,SC,Lee,100%,100%,67%,100%,,,100%,50%,33%,50%,100%,50%,33%,33%,100%,100%,0%
ID_01245666,SC,Abbeville,,100%,100%,75%,,100%,,,0%,100%,100%,100%,100%,100%,,100%,50%
ID_01247979,SC,Aiken,64%,80%,55%,71%,54%,91%,83%,91%,75%,44%,90%,89%,100%,83%,75%,100%,40%
ID_01247980,SC,Allendale,0%,0%,0%,33%,,100%,100%,100%,,0%,67%,100%,,100%,100%,,100%
ID_01247981,SC,Anderson,75%,70%,50%,79%,67%,93%,80%,111%,65%,80%,67%,82%,71%,88%,79%,86%,75%
ID_01247982,SC,Bamberg,,33%,,25%,,,100%,100%,50%,0%,75%,100%,33%,50%,100%,50%,100%
ID_01247983,SC,Barnwell,25%,100%,100%,50%,60%,0%,,100%,,100%,100%,50%,100%,100%,100%,0%,100%
ID_01247984,SC,Beaufort,82%,58%,86%,150%,83%,60%,60%,83%,67%,88%,67%,80%,75%,50%,64%,89%,88%
ID_01247985,SC,Berkeley,53%,50%,33%,83%,80%,100%,80%,63%,50%,64%,83%,78%,50%,93%,73%,90%,80%
ID_01247986,SC,Calhoun,100%,67%,100%,,,100%,100%,67%,,,,,100%,,,100%,100%
ID_01247987,SC,Cherokee,100%,100%,100%,100%,67%,100%,14%,67%,75%,100%,100%,80%,80%,100%,25%,50%,100%
ID_01247988,SC,Chester,100%,50%,33%,100%,100%,100%,100%,33%,50%,0%,80%,50%,80%,100%,100%,80%,40%
ID_01247989,SC,Chesterfield,0%,100%,100%,100%,150%,50%,100%,100%,,100%,100%,100%,67%,83%,80%,100%,100%
ID_01247990,SC,Clarendon,50%,67%,43%,50%,100%,100%,100%,100%,0%,100%,,67%,100%,50%,50%,50%,75%
ID_01247991,SC,Colleton,60%,0%,67%,67%,100%,75%,75%,77%,75%,80%,100%,100%,100%,100%,50%,100%,100%
ID_01247992,SC,Darlington,33%,,67%,71%,100%,60%,38%,56%,22%,67%,100%,25%,83%,50%,67%,75%,80%
ID_01247993,SC,Dillon,53%,0%,57%,100%,50%,20%,100%,60%,100%,100%,75%,40%,100%,67%,100%,100%,100%
ID_01247998,SC,Dorchester,25%,25%,60%,43%,40%,50%,0%,63%,60%,56%,50%,100%,75%,75%,100%,50%,83%
ID_01247999,SC,Edgefield,,0%,0%,100%,100%,50%,0%,0%,0%,0%,100%,,,100%,100%,50%,0%
ID_01248000,SC,Fairfield,100%,75%,100%,150%,75%,100%,,100%,100%,100%,57%,67%,100%,100%,75%,100%,100%
ID_01248001,SC,Florence,63%,83%,100%,100%,83%,122%,67%,82%,62%,93%,80%,83%,73%,64%,75%,60%,64%
ID_01248002,SC,Georgetown,50%,44%,100%,133%,0%,,100%,100%,50%,100%,100%,100%,,50%,80%,0%,100%
ID_01248003,SC,Greenwood,50%,100%,100%,100%,71%,117%,0%,100%,0%,100%,40%,100%,100%,75%,80%,83%,0%
ID_01248004,SC,Hampton,150%,20%,100%,50%,,,,100%,67%,60%,,75%,,100%,0%,50%,
ID_01248005,SC,Horry,78%,48%,59%,60%,38%,81%,78%,83%,82%,86%,92%,93%,100%,64%,88%,83%,72%
ID_01248006,SC,Jasper,50%,33%,0%,25%,67%,43%,100%,50%,0%,25%,50%,50%,100%,100%,0%,100%,100%
ID_01248007,SC,Kershaw,75%,67%,25%,,50%,38%,,60%,150%,67%,100%,100%,100%,100%,50%,100%,0%
ID_01248008,SC,Lancaster,100%,100%,20%,75%,85%,83%,60%,100%,60%,75%,100%,100%,67%,100%,60%,100%,86%
ID_01248009,SC,Laurens,80%,125%,100%,100%,100%,100%,100%,71%,100%,67%,100%,100%,100%,75%,100%,86%,67%
ID_01248010,SC,Marion,67%,100%,100%,100%,75%,83%,100%,100%,67%,100%,100%,100%,86%,100%,0%,100%,100%
ID_01248011,SC,Marlboro,50%,50%,100%,100%,100%,40%,140%,33%,33%,100%,80%,100%,75%,100%,80%,100%,33%
ID_01248012,SC,McCormick,,,,,,,,,0%,,,,,,100%,,100%
ID_01248013,SC,Newberry,100%,100%,150%,80%,100%,100%,100%,100%,,100%,,,100%,75%,100%,75%,100%
ID_01248014,SC,Orangeburg,0%,44%,38%,60%,46%,25%,40%,60%,75%,50%,88%,92%,75%,81%,88%,73%,67%
ID_01248015,SC,Pickens,100%,83%,45%,100%,89%,75%,100%,100%,,100%,50%,100%,100%,80%,100%,83%,100%
ID_01248016,SC,Saluda,50%,,,100%,,67%,,100%,,100%,,,100%,,,,100%
ID_01248017,SC,Union,50%,67%,75%,100%,100%,100%,100%,100%,67%,50%,,100%,,100%,100%,40%,100%
ID_01248018,SC,Williamsburg,100%,75%,67%,100%,25%,60%,60%,60%,40%,60%,50%,50%,100%,100%,100%,33%,83%
ID_01248019,SC,York,56%,55%,80%,56%,80%,70%,80%,83%,30%,67%,82%,100%,75%,82%,90%,63%,100%
ID_01248592,SC,Spartanburg,28%,74%,70%,75%,40%,86%,86%,81%,47%,76%,70%,70%,65%,56%,50%,71%,89%
ID_01249299,SC,Richland,65%,55%,74%,72%,67%,58%,68%,69%,61%,79%,87%,71%,72%,84%,69%,44%,81%
ID_01252740,SC,Charleston,70%,72%,61%,63%,83%,66%,56%,65%,38%,70%,68%,66%,74%,72%,63%,53%,56%
ID_01265760,SD,Faulk,,,,,,,,,100%,,,,,,,,
ID_01265764,SD,Clay,,0%,,,,,,,,,,0%,,,100%,,
ID_01265766,SD,Hamlin,,,,,,,100%,,,,,,,,,,
ID_01265768,SD,Brule,,100%,,,,,,,,,,,,,,,
ID_01265769,SD,Lincoln,,100%,,,,,,,,100%,,100%,,,,,
ID_01265770,SD,Turner,,,,,,,,,0%,,,,,,,,
ID_01265771,SD,Hutchinson,,,,,,,,,,,,,100%,,,,
ID_01265772,SD,Minnehaha,90%,100%,75%,100%,100%,100%,100%,50%,100%,100%,0%,100%,133%,100%,100%,150%,150%
ID_01265773,SD,McCook,,,,,,,,,,,,100%,,,,,
ID_01265774,SD,Hughes,100%,100%,100%,60%,100%,150%,100%,86%,43%,67%,100%,25%,50%,100%,100%,100%,
ID_01265775,SD,Moody,,,,,,,,,,,,,,100%,,,
ID_01265776,SD,Lake,,100%,,,100%,,,,,,,,,,,,
ID_01265779,SD,Brookings,,,,,,100%,,,,,,,,,,,100%
ID_01265781,SD,Deuel,,,,,0%,,,,100%,,,,,,,,
ID_01265785,SD,Brown,,33%,,,,,,100%,,,,,,100%,,100%,
ID_01265786,SD,Roberts,,,100%,,,,,,,,,100%,,100%,,,
ID_01265787,SD,Fall River,,,,,,,,,,,100%,,,,,,
ID_01265789,SD,Lyman,,,,,,,,0%,,,0%,,,,,,
ID_01265791,SD,Codington,,,,100%,,0%,,100%,,100%,,,,,,,
ID_01265792,SD,Harding,,,,,,,,,0%,,0%,,,,,,
ID_01265793,SD,Butte,,,,,,,,,,,,,,,100%,,
ID_01265812,SD,Bennett,100%,,,,,,,,,,,,,,,,
ID_01266973,SD,Walworth,,,,,,100%,,100%,,,,,,,0%,,
ID_01266975,SD,Yankton,,,100%,,,100%,,,100%,100%,,,100%,,,100%,
ID_01266976,SD,Charles Mix,,100%,100%,0%,50%,,,100%,100%,,,,100%,,,,
ID_01266977,SD,Sanborn,100%,,,,,,,,,,,,100%,,,,
ID_01266979,SD,Hanson,,,,,,,,100%,,,,,,,,,
ID_01266980,SD,Davison,100%,0%,100%,,,,,,,,,,,,,,
ID_01266982,SD,Sully,,,,,,,,100%,,,,,,,,,
ID_01266989,SD,Todd,,0%,100%,100%,0%,0%,,,0%,0%,,,,,,,
ID_01266990,SD,Perkins,,100%,,,,,,,,,,,,,,,
ID_01266991,SD,Meade,100%,100%,,,,,,,,,,100%,,100%,100%,,
ID_01266994,SD,Dewey,,100%,,100%,,,0%,,,,,,,,,,
ID_01266995,SD,Pennington,100%,63%,80%,33%,80%,100%,100%,67%,67%,100%,0%,100%,67%,100%,100%,100%,150%
ID_01266996,SD,Lawrence,,100%,,,,,,,100%,,,0%,,,,100%,50%
ID_01383786,TX,Anderson,,0%,100%,100%,100%,50%,60%,100%,0%,100%,50%,,100%,100%,150%,0%,100%
ID_01383787,TX,Andrews,100%,100%,0%,100%,0%,,,100%,,,,100%,100%,,,,
ID_01383788,TX,Angelina,100%,125%,33%,60%,100%,100%,0%,40%,100%,57%,100%,100%,100%,67%,60%,91%,33%
ID_01383789,TX,Aransas,200%,0%,100%,100%,100%,,,,100%,100%,100%,0%,100%,,0%,50%,100%
ID_01383790,TX,Archer,,,,,,,,,50%,,,,,,,,
ID_01383791,TX,Armstrong,,,,,,,,,,100%,,,,,,,
ID_01383792,TX,Atascosa,67%,100%,33%,100%,67%,,,100%,100%,100%,100%,,63%,100%,50%,,50%
ID_01383793,TX,Austin,,,,,100%,100%,100%,100%,100%,,,50%,,,,100%,
ID_01383794,TX,Bailey,,,,,100%,,50%,,,,0%,,,100%,,,
ID_01383795,TX,Bandera,,,,,,,,,100%,,100%,,,100%,100%,67%,
ID_01383796,TX,Bastrop,11%,75%,167%,33%,,50%,133%,100%,33%,33%,200%,50%,100%,67%,83%,100%,100%
ID_01383797,TX,Baylor,,,,,,,,,100%,,,,,,100%,100%,
ID_01383798,TX,Bee,100%,0%,,100%,50%,100%,,,,100%,100%,50%,,100%,100%,,
ID_01383799,TX,Bell,32%,74%,53%,71%,29%,67%,71%,108%,81%,63%,90%,86%,80%,64%,50%,100%,71%
ID_01383800,TX,Bexar,65%,80%,73%,73%,67%,79%,86%,82%,71%,73%,41%,69%,75%,62%,71%,93%,43%
ID_01383801,TX,Blanco,100%,,,,,,,,,,,,,,,100%,
ID_01383803,TX,Bosque,,,,,,,,100%,100%,,,,,,100%,,100%
ID_01383804,TX,Bowie,100%,50%,33%,100%,114%,111%,50%,92%,133%,58%,90%,100%,60%,89%,100%,100%,117%
ID_01383805,TX,Brazoria,100%,125%,78%,114%,75%,50%,86%,83%,71%,78%,100%,75%,100%,89%,73%,100%,100%
ID_01383806,TX,Brazos,100%,56%,100%,100%,40%,120%,86%,100%,80%,100%,100%,44%,,50%,67%,120%,86%
ID_01383807,TX,Brewster,100%,100%,100%,,,,100%,,100%,,,,,,,,
ID_01383808,TX,Briscoe,,,,,,,,,,,,,,,100%,,
ID_01383809,TX,Brooks,,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,100%,,,
ID_01383810,TX,Brown,67%,100%,100%,,133%,,,100%,200%,100%,,100%,67%,,100%,0%,
ID_01383811,TX,Burleson,,100%,,100%,100%,,,,100%,,,,100%,100%,100%,200%,0%
ID_01383812,TX,Burnet,,100%,67%,100%,,,,,0%,100%,,100%,,100%,,50%,
ID_01383813,TX,Caldwell,50%,,,100%,,100%,,,,100%,,,,100%,,,100%
ID_01383814,TX,Calhoun,100%,100%,100%,,,,,100%,100%,,,,133%,100%,,100%,100%
ID_01383815,TX,Callahan,,100%,100%,,,,,,,,,,100%,,,,
ID_01383816,TX,Cameron,100%,43%,100%,100%,92%,100%,91%,88%,131%,94%,75%,85%,43%,67%,100%,71%,59%
ID_01383817,TX,Camp,100%,100%,,,,100%,,,,,100%,,,,100%,,
ID_01383818,TX,Carson,,,,,,50%,,100%,,,,,,,,,
ID_01383819,TX,Cass,0%,100%,100%,300%,150%,100%,,25%,100%,100%,100%,0%,100%,100%,,100%,
ID_01383820,TX,Castro,,,,,,,100%,,100%,,,,,,,50%,
ID_01383821,TX,Chambers,167%,150%,100%,200%,,0%,50%,150%,200%,0%,100%,300%,0%,,,100%,
ID_01383822,TX,Cherokee,67%,67%,100%,,100%,100%,0%,133%,100%,50%,0%,,100%,100%,75%,150%,100%
ID_01383824,TX,Clay,100%,,,,0%,,,,200%,100%,,100%,,,,,0%
ID_01383825,TX,Cochran,,,,,,,,100%,,,,,,,,,
ID_01383827,TX,Coleman,,,,,,,,,,100%,,,,,,,
ID_01383828,TX,Collin,86%,100%,67%,71%,100%,75%,100%,100%,57%,60%,63%,125%,92%,85%,54%,140%,75%
ID_01383829,TX,Collingsworth,,,,,,100%,,,,,,,,,,,
ID_01383830,TX,Colorado,,,,100%,33%,150%,100%,100%,,,100%,,100%,,,100%,100%
ID_01383831,TX,Comal,100%,50%,43%,60%,67%,100%,50%,100%,100%,0%,100%,,100%,,100%,100%,
ID_01383832,TX,Comanche,,100%,,100%,,50%,,,50%,,100%,,,,,0%,
ID_01383833,TX,Concho,,,,100%,,,,,,,,,,,,,
ID_01383834,TX,Cooke,,100%,200%,50%,100%,,100%,100%,100%,100%,33%,133%,0%,67%,67%,100%,
ID_01383835,TX,Coryell,100%,100%,100%,,100%,100%,100%,100%,,150%,0%,0%,,100%,100%,,100%
ID_01383836,TX,Cottle,,,,,,,,,100%,,,,,,,,
ID_01383837,TX,Crane,,50%,,,,,,,100%,,,,100%,,,,
ID_01383838,TX,Crockett,,,,,,,,,100%,,,,,,,100%,
ID_01383839,TX,Crosby,,,100%,100%,,,,,100%,,,100%,,,,,
ID_01383841,TX,Dallam,,,,,100%,,,100%,,,,,,100%,0%,100%,
ID_01383842,TX,Dallas,56%,63%,61%,66%,63%,70%,69%,69%,68%,61%,82%,78%,63%,67%,67%,58%,61%
ID_01383843,TX,Dawson,100%,100%,,100%,,,100%,0%,,100%,,100%,,,,,50%
ID_01383845,TX,Deaf Smith,,,,,,,,100%,100%,,,100%,,,,0%,
ID_01383846,TX,Delta,,,,,,,,,,100%,,,,,,,
ID_01383847,TX,Denton,100%,83%,33%,29%,120%,100%,67%,88%,100%,50%,40%,92%,70%,73%,67%,120%,80%
ID_01383848,TX,Dickens,,,,,,,,,,,100%,,,,,100%,
ID_01383849,TX,Dimmit,,,100%,,,,,,,100%,100%,,,,0%,0%,
ID_01383851,TX,Duval,0%,,,,100%,,100%,,0%,,,100%,100%,,,100%,100%
ID_01383852,TX,Eastland,0%,,100%,,,0%,,,100%,,,,100%,100%,,,
ID_01383853,TX,Ector,129%,83%,53%,100%,80%,73%,129%,57%,30%,88%,67%,67%,100%,100%,33%,33%,100%
ID_01383854,TX,Edwards,,100%,,,,,,0%,,,,,,,,,
ID_01383855,TX,El Paso,104%,83%,92%,100%,100%,94%,71%,106%,100%,90%,82%,94%,76%,100%,100%,83%,100%
ID_01383856,TX,Ellis,60%,100%,200%,86%,67%,67%,33%,78%,43%,100%,67%,100%,100%,25%,80%,50%,150%
ID_01383857,TX,Erath,,,,100%,,100%,,,,60%,,,100%,150%,,67%,
ID_01383858,TX,Falls,100%,,,,100%,100%,,,,0%,100%,100%,50%,0%,100%,100%,
ID_01383859,TX,Fannin,,,,,100%,100%,100%,,150%,,,80%,100%,100%,,100%,100%
ID_01383860,TX,Fayette,100%,,75%,100%,0%,,100%,,100%,,100%,,,,,,
ID_01383861,TX,Fisher,,,,,,,,100%,,,,,,,,100%,
ID_01383862,TX,Floyd,100%,,,,100%,,100%,,100%,,,,,,,,
ID_01383864,TX,Fort Bend,93%,100%,75%,91%,100%,100%,45%,33%,109%,58%,83%,127%,63%,52%,50%,67%,85%
ID_01383865,TX,Franklin,0%,100%,100%,,,,,100%,,,100%,,200%,100%,100%,,
ID_01383866,TX,Freestone,,100%,100%,,100%,100%,100%,100%,,100%,,100%,100%,,100%,,
ID_01383867,TX,Frio,,,0%,,,,100%,,100%,,100%,100%,0%,100%,50%,100%,0%
ID_01383868,TX,Gaines,,,,133%,150%,,100%,,0%,,100%,,,100%,,,
ID_01383869,TX,Galveston,74%,79%,77%,93%,157%,71%,77%,58%,55%,42%,55%,67%,79%,50%,53%,71%,38%
ID_01383870,TX,Garza,,,100%,,,,,,,,,100%,100%,,,,
ID_01383871,TX,Gillespie,,50%,100%,100%,,,100%,,,0%,,,,,,,50%
ID_01383872,TX,Glasscock,,,,,,,,,100%,,,,,,,,
ID_01383873,TX,Goliad,,,50%,0%,,,,,,,,,100%,,,,
ID_01383874,TX,Gonzales,,100%,,0%,100%,50%,100%,300%,,100%,,,33%,150%,75%,,75%
ID_01383875,TX,Gray,67%,,,100%,,,,,100%,0%,300%,0%,,75%,,100%,0%
ID_01383876,TX,Grayson,80%,100%,100%,29%,33%,125%,45%,25%,200%,25%,100%,33%,86%,67%,33%,200%,40%
ID_01383877,TX,Gregg,41%,42%,45%,88%,57%,38%,38%,57%,92%,43%,42%,50%,86%,60%,44%,33%,53%
ID_01383878,TX,Grimes,60%,,100%,,100%,,100%,50%,,,,300%,150%,200%,0%,100%,0%
ID_01383879,TX,Guadalupe,80%,75%,50%,200%,200%,100%,100%,100%,100%,0%,100%,150%,200%,40%,50%,100%,67%
ID_01383880,TX,Hale,,,,,100%,,200%,,100%,100%,,,100%,100%,,100%,
ID_01383881,TX,Hall,,,,,,,,,100%,,,,,,,,
ID_01383882,TX,Hamilton,,,,,,,,100%,,,,100%,100%,,,,
ID_01383883,TX,Hansford,,,,100%,,,,,,,,,,,,100%,
ID_01383884,TX,Hardeman,,100%,,,,,,100%,,,,,,,,,
ID_01383885,TX,Hardin,33%,100%,200%,50%,67%,75%,100%,100%,,100%,200%,100%,100%,100%,100%,,67%
ID_01383886,TX,Harris,56%,58%,69%,63%,68%,83%,81%,66%,82%,73%,70%,59%,60%,62%,68%,68%,70%
ID_01383887,TX,Harrison,33%,50%,120%,133%,100%,67%,100%,100%,100%,80%,33%,75%,80%,71%,0%,100%,100%
ID_01383889,TX,Haskell,,,,,,,,,,,,,100%,0%,100%,100%,50%
ID_01383890,TX,Hays,100%,43%,50%,100%,50%,75%,40%,100%,,100%,100%,100%,100%,33%,100%,200%,100%
ID_01383891,TX,Hemphill,,,,,,,,,,,,,,,,200%,
ID_01383892,TX,Henderson,100%,100%,100%,0%,50%,133%,100%,67%,100%,114%,100%,100%,120%,75%,67%,100%,100%
ID_01383893,TX,Hidalgo,114%,78%,88%,55%,71%,83%,94%,85%,86%,92%,94%,81%,107%,49%,54%,63%,85%
ID_01383894,TX,Hill,,100%,,0%,100%,100%,100%,100%,,,50%,100%,0%,50%,0%,0%,100%
ID_01383895,TX,Hockley,100%,100%,100%,,200%,,,0%,,,,100%,100%,67%,100%,100%,
ID_01383896,TX,Hood,,100%,,100%,200%,100%,500%,100%,0%,,100%,,0%,,,100%,100%
ID_01383897,TX,Hopkins,,50%,100%,100%,100%,100%,,150%,,,,100%,100%,125%,100%,,100%
ID_01383898,TX,Houston,100%,0%,,,100%,100%,100%,,100%,,,,100%,100%,100%,100%,
ID_01383899,TX,Howard,67%,100%,150%,33%,0%,,,100%,0%,100%,100%,100%,100%,100%,150%,100%,100%
ID_01383900,TX,Hudspeth,,,0%,,,,,,,,,0%,,,,,
ID_01383901,TX,Hunt,100%,400%,55%,100%,100%,67%,100%,100%,100%,40%,80%,86%,67%,67%,,0%,67%
ID_01383902,TX,Hutchinson,200%,,100%,,,50%,100%,,,200%,,,,0%,100%,,
ID_01383903,TX,Irion,,100%,,,,,,,,,,,,,,,
ID_01383904,TX,Jack,,100%,100%,,,,,,,,,,,,,,
ID_01383905,TX,Jackson,,,,67%,,,100%,100%,,,,100%,,,,,0%
ID_01383906,TX,Jasper,,200%,50%,200%,50%,100%,,100%,200%,100%,0%,100%,200%,0%,,100%,100%
ID_01383907,TX,Jeff Davis,,100%,,,,,,,,,,,,,100%,,
ID_01383908,TX,Jefferson,45%,62%,88%,75%,100%,100%,95%,62%,118%,80%,88%,80%,79%,81%,50%,94%,86%
ID_01383909,TX,Jim Hogg,,,,,100%,,,,,,,,,,,,
ID_01383910,TX,Jim Wells,,50%,100%,67%,85%,100%,50%,,,0%,50%,67%,50%,,100%,,33%
ID_01383911,TX,Johnson,100%,100%,100%,,60%,100%,75%,100%,100%,33%,100%,67%,100%,20%,100%,50%,25%
ID_01383912,TX,Jones,100%,,100%,,,,100%,,,100%,,0%,100%,100%,,100%,100%
ID_01383913,TX,Karnes,100%,100%,,100%,100%,,,,50%,,,100%,100%,,,,
ID_01383914,TX,Kaufman,0%,100%,100%,78%,50%,100%,100%,75%,100%,33%,100%,67%,40%,0%,73%,33%,100%
ID_01383915,TX,Kendall,0%,,,,100%,100%,,100%,200%,100%,100%,100%,0%,,,,
ID_01383916,TX,Kenedy,,,,,,,,,,,,,,100%,,,
ID_01383917,TX,Kent,,,,,,,,,,,100%,,,,,,
ID_01383918,TX,Kerr,88%,100%,150%,50%,50%,67%,100%,150%,100%,,100%,100%,,100%,100%,33%,100%
ID_01383919,TX,Kimble,,,0%,,,,100%,,,,,,,,,,
ID_01383921,TX,Kinney,,,,,,,100%,,,,,,,,,,100%
ID_01383922,TX,Kleberg,100%,100%,,100%,100%,100%,300%,,100%,100%,,0%,,,67%,,
ID_01383924,TX,La Salle,,,200%,,,100%,,,,,,50%,,,,,
ID_01383925,TX,Lamar,0%,0%,100%,17%,80%,133%,100%,100%,200%,100%,50%,50%,83%,100%,83%,67%,100%
ID_01383926,TX,Lamb,,,,,100%,,,100%,0%,,,,,,100%,,100%
ID_01383927,TX,Lampasas,,,,100%,,,,,,100%,,,,100%,100%,100%,100%
ID_01383928,TX,Lavaca,,100%,,,,,0%,100%,,,75%,100%,,100%,,,
ID_01383929,TX,Lee,,,,,,,100%,,,,200%,,,,400%,20%,
ID_01383930,TX,Leon,,,,,100%,,,,,100%,100%,100%,,,100%,,
ID_01383931,TX,Liberty,75%,100%,133%,0%,100%,0%,50%,60%,100%,83%,100%,63%,50%,57%,0%,50%,75%
ID_01383932,TX,Limestone,200%,,,100%,100%,83%,50%,,0%,0%,,100%,100%,0%,100%,,
ID_01383933,TX,Lipscomb,,100%,,,,,,,,,,,,,,,
ID_01383934,TX,Live Oak,100%,,,100%,,,,,,100%,0%,,,100%,,,
ID_01383935,TX,Llano,100%,,100%,,,,100%,67%,,,,100%,100%,,,,100%
ID_01383937,TX,Lubbock,100%,82%,69%,100%,75%,45%,100%,57%,75%,93%,64%,183%,42%,89%,91%,80%,77%
ID_01383938,TX,Lynn,100%,,,,,0%,,,,,,,,,,100%,
ID_01383939,TX,Madison,,,100%,,,,50%,,100%,,100%,,0%,100%,0%,100%,100%
ID_01383940,TX,Marion,,,0%,,100%,100%,,,200%,,,100%,,100%,,0%,100%
ID_01383941,TX,Martin,,,100%,,,0%,,100%,100%,,,,,,100%,,
ID_01383942,TX,Mason,,,,,,,,,,,,,,,,0%,
ID_01383943,TX,Matagorda,50%,100%,,200%,100%,80%,50%,100%,100%,100%,100%,0%,100%,100%,0%,25%,60%
ID_01383944,TX,Maverick,100%,100%,,50%,33%,33%,,,100%,100%,50%,,100%,100%,50%,0%,0%
ID_01383945,TX,McCulloch,100%,,,,,,,,,,,,,100%,,,
ID_01383946,TX,McLennan,67%,26%,100%,29%,100%,100%,89%,79%,50%,100%,40%,57%,47%,61%,60%,73%,94%
ID_01383947,TX,McMullen,,,,,,,,,,0%,,,,,,,
ID_01383948,TX,Medina,100%,200%,80%,,0%,100%,,100%,50%,,300%,33%,33%,50%,100%,150%,33%
ID_01383949,TX,Menard,,,,,,,100%,,,,,,,,,,
ID_01383950,TX,Midland,33%,89%,63%,50%,80%,100%,67%,67%,75%,75%,20%,100%,50%,50%,50%,133%,86%
ID_01383951,TX,Milam,,100%,100%,100%,100%,100%,,,100%,100%,,100%,100%,100%,,100%,
ID_01383953,TX,Mitchell,,100%,,,,,,100%,,,,,,,,,
ID_01383954,TX,Montague,,,100%,,,,,,100%,,100%,100%,0%,,100%,100%,100%
ID_01383955,TX,Montgomery,67%,129%,50%,83%,83%,78%,92%,67%,75%,86%,80%,80%,120%,100%,57%,73%,90%
ID_01383956,TX,Moore,,0%,,0%,100%,0%,100%,100%,,,,,,,,100%,100%
ID_01383957,TX,Morris,100%,100%,,,,,,100%,100%,,,,,,,100%,67%
ID_01383958,TX,Motley,,,,,,,,,,,,,,,100%,,
ID_01383959,TX,Nacogdoches,100%,100%,100%,200%,100%,300%,125%,140%,50%,100%,100%,140%,0%,100%,100%,100%,0%
ID_01383960,TX,Navarro,,,,100%,,100%,,75%,50%,50%,67%,100%,75%,0%,,67%,0%
ID_01383961,TX,Newton,,,50%,100%,,,,100%,100%,100%,100%,100%,,,100%,100%,100%
ID_01383962,TX,Nolan,100%,,,,,100%,100%,,,0%,100%,0%,,0%,0%,,
ID_01383963,TX,Nueces,79%,62%,89%,105%,61%,69%,56%,64%,84%,112%,57%,113%,73%,95%,90%,95%,95%
ID_01383964,TX,Ochiltree,,,,,,,100%,100%,,,,,,,,,100%
ID_01383965,TX,Oldham,,,,,,,,,,,,,100%,,,200%,100%
ID_01383966,TX,Orange,0%,20%,25%,25%,0%,100%,100%,100%,0%,33%,100%,100%,50%,86%,75%,0%,50%
