COUNTYNS,ST,COUNTY,YEAR,MRD,CLR,RATE
01101811,OK,Garfield,2002,0,1,
01101811,OK,Garfield,2003,1,1,1
01101811,OK,Garfield,2004,1,1,1
01101811,OK,Garfield,2006,1,0,0
01101811,OK,Garfield,2007,3,3,1
01101811,OK,Garfield,2009,2,2,1
01101811,OK,Garfield,2010,2,1,0.5
01101811,OK,Garfield,2012,2,1,0.5
01101811,OK,Garfield,2013,3,3,1
01101811,OK,Garfield,2015,1,1,1
01101811,OK,Garfield,2016,2,2,1
01101812,OK,Garvin,1966,1,1,1
01101812,OK,Garvin,1969,2,0,0
01101812,OK,Garvin,1970,2,0,0
01101812,OK,Garvin,1971,1,1,1
01101812,OK,Garvin,1972,2,1,0.5
01101812,OK,Garvin,1973,2,2,1
01101812,OK,Garvin,1974,2,1,0.5
01101812,OK,Garvin,1975,2,2,1
01101812,OK,Garvin,1976,2,2,1
01101812,OK,Garvin,1977,2,2,1
01101812,OK,Garvin,1979,1,1,1
01101812,OK,Garvin,1981,2,1,0.5
01101812,OK,Garvin,1981,3,3,1
01101812,OK,Garvin,1982,1,1,1
01101812,OK,Garvin,1984,1,1,1
01101812,OK,Garvin,1985,1,1,1
01101812,OK,Garvin,1986,1,1,1
01101812,OK,Garvin,1987,1,0,0
01101812,OK,Garvin,1989,2,2,1
01101812,OK,Garvin,1990,3,3,1
01101812,OK,Garvin,1991,4,4,1
01101812,OK,Garvin,1992,2,2,1
01101812,OK,Garvin,1993,1,1,1
01101812,OK,Garvin,1994,3,3,1
01101812,OK,Garvin,1995,1,0,0
01101812,OK,Garvin,1996,2,2,1
01101812,OK,Garvin,1997,4,4,1
01101812,OK,Garvin,1998,1,1,1
01101812,OK,Garvin,1999,1,1,1
01101812,OK,Garvin,2000,1,1,1
01101812,OK,Garvin,2001,1,1,1
01101812,OK,Garvin,2002,1,1,1
01101812,OK,Garvin,2004,1,1,1
01101812,OK,Garvin,2005,1,1,1
01101812,OK,Garvin,2006,3,3,1
01101812,OK,Garvin,2007,2,2,1
01101812,OK,Garvin,2009,1,1,1
01101812,OK,Garvin,2010,1,1,1
01101812,OK,Garvin,2011,2,1,0.5
01101812,OK,Garvin,2011,4,4,1
01101812,OK,Garvin,2013,1,1,1
01101812,OK,Garvin,2014,1,1,1
01101812,OK,Garvin,2016,1,1,1
01101813,OK,Grady,1969,3,3,1
01101813,OK,Grady,1970,1,0,0
01101813,OK,Grady,1973,2,2,1
01101813,OK,Grady,1974,2,2,1
01101813,OK,Grady,1975,2,1,0.5
01101813,OK,Grady,1975,5,3,0.6
01101813,OK,Grady,1977,2,1,0.5
01101813,OK,Grady,1977,3,3,1
01101813,OK,Grady,1978,1,1,1
01101813,OK,Grady,1979,2,1,0.5
01101813,OK,Grady,1980,3,3,1
01101813,OK,Grady,1981,2,2,1
01101813,OK,Grady,1982,2,1,0.5
01101813,OK,Grady,1982,6,6,1
01101813,OK,Grady,1983,4,4,1
01101813,OK,Grady,1984,1,0,0
01101813,OK,Grady,1984,1,1,1
01101813,OK,Grady,1985,4,4,1
01101813,OK,Grady,1986,2,1,0.5
01101813,OK,Grady,1986,3,3,1
01101813,OK,Grady,1987,1,0,0
01101813,OK,Grady,1987,1,1,1
01101813,OK,Grady,1988,2,2,1
01101813,OK,Grady,1989,4,4,1
01101813,OK,Grady,1990,3,3,1
01101813,OK,Grady,1991,1,0,0
01101813,OK,Grady,1991,1,1,1
01101813,OK,Grady,1992,1,1,1
01101813,OK,Grady,1993,4,2,0.5
01101813,OK,Grady,1993,1,1,1
01101813,OK,Grady,1994,2,1,0.5
01101813,OK,Grady,1995,1,0,0
01101813,OK,Grady,1996,2,2,1
01101813,OK,Grady,1997,2,2,1
01101813,OK,Grady,1998,3,2,0.666666667
01101813,OK,Grady,1999,2,1,0.5
01101813,OK,Grady,2000,2,2,1
01101813,OK,Grady,2001,7,7,1
01101813,OK,Grady,2002,4,4,1
01101813,OK,Grady,2003,1,1,1
01101813,OK,Grady,2004,3,3,1
01101813,OK,Grady,2005,1,1,1
01101813,OK,Grady,2006,2,2,1
01101813,OK,Grady,2008,1,0,0
01101813,OK,Grady,2008,1,1,1
01101813,OK,Grady,2010,1,0,0
01101813,OK,Grady,2011,0,1,
01101813,OK,Grady,2012,1,1,1
01101813,OK,Grady,2013,1,1,1
01101813,OK,Grady,2014,2,2,1
01101814,OK,Grant,1977,1,1,1
01101814,OK,Grant,1978,1,1,1
01101814,OK,Grant,1993,1,1,1
01101814,OK,Grant,1998,1,1,1
01101814,OK,Grant,2013,1,0,0
01101815,OK,Greer,1967,1,0,0
01101815,OK,Greer,1970,1,0,0
01101815,OK,Greer,1971,1,1,1
01101815,OK,Greer,1980,1,0,0
01101815,OK,Greer,1983,1,1,1
01101815,OK,Greer,1984,1,0,0
01101815,OK,Greer,1985,1,1,1
01101815,OK,Greer,1987,2,2,1
01101815,OK,Greer,1988,2,2,1
01101815,OK,Greer,1989,1,1,1
01101815,OK,Greer,1994,1,0,0
01101815,OK,Greer,1994,1,1,1
01101815,OK,Greer,1995,2,1,0.5
01101815,OK,Greer,1999,1,1,1
01101815,OK,Greer,2000,1,1,1
01101815,OK,Greer,2005,1,1,1
01101815,OK,Greer,2007,1,0,0
01101816,OK,Harmon,1965,2,0,0
01101816,OK,Harmon,1966,1,0,0
01101816,OK,Harmon,1967,1,1,1
01101816,OK,Harmon,1975,2,2,1
01101816,OK,Harmon,1979,2,2,1
01101816,OK,Harmon,1982,1,1,1
01101816,OK,Harmon,1987,1,1,1
01101816,OK,Harmon,1994,1,1,1
01101816,OK,Harmon,1999,1,1,1
01101816,OK,Harmon,2006,1,0,0
01101816,OK,Harmon,2007,1,1,1
01101816,OK,Harmon,2012,1,1,1
01101817,OK,Harper,1983,1,0,0
01101818,OK,Haskell,1971,3,2,0.666666667
01101818,OK,Haskell,1972,2,2,1
01101818,OK,Haskell,1973,1,0,0
01101818,OK,Haskell,1974,1,2,2
01101818,OK,Haskell,1975,2,0,0
01101818,OK,Haskell,1977,2,2,1
01101818,OK,Haskell,1980,1,1,1
01101818,OK,Haskell,1984,1,0,0
01101818,OK,Haskell,1987,1,0,0
01101818,OK,Haskell,1988,2,2,1
01101818,OK,Haskell,1989,1,1,1
01101818,OK,Haskell,1990,1,1,1
01101818,OK,Haskell,1991,1,0,0
01101818,OK,Haskell,1993,2,1,0.5
01101818,OK,Haskell,1995,1,1,1
01101818,OK,Haskell,1998,2,3,1.5
01101818,OK,Haskell,1999,1,1,1
01101818,OK,Haskell,2001,1,1,1
01101818,OK,Haskell,2003,1,1,1
01101818,OK,Haskell,2006,1,1,1
01101818,OK,Haskell,2009,2,2,1
01101818,OK,Haskell,2011,2,2,1
01101819,OK,Hughes,1965,1,1,1
01101819,OK,Hughes,1970,1,1,1
01101819,OK,Hughes,1971,1,0,0
01101819,OK,Hughes,1972,5,3,0.6
01101819,OK,Hughes,1974,1,1,1
01101819,OK,Hughes,1975,3,3,1
01101819,OK,Hughes,1977,1,1,1
01101819,OK,Hughes,1979,1,1,1
01101819,OK,Hughes,1980,2,1,0.5
01101819,OK,Hughes,1982,2,2,1
01101819,OK,Hughes,1990,1,1,1
01101819,OK,Hughes,1993,1,1,1
01101819,OK,Hughes,1995,2,2,1
01101819,OK,Hughes,2000,2,2,1
01101819,OK,Hughes,2001,2,2,1
01101819,OK,Hughes,2003,1,1,1
01101819,OK,Hughes,2004,1,0,0
01101819,OK,Hughes,2007,1,1,1
01101819,OK,Hughes,2008,3,3,1
01101819,OK,Hughes,2011,1,1,1
01101819,OK,Hughes,2013,2,2,1
01101820,OK,Jackson,1965,1,0,0
01101820,OK,Jackson,1966,2,2,1
01101820,OK,Jackson,1969,1,0,0
01101820,OK,Jackson,1971,4,4,1
01101820,OK,Jackson,1972,2,2,1
01101820,OK,Jackson,1973,1,0,0
01101820,OK,Jackson,1974,0,1,
01101820,OK,Jackson,1975,2,2,1
01101820,OK,Jackson,1976,1,1,1
01101820,OK,Jackson,1977,1,0,0
01101820,OK,Jackson,1978,2,3,1.5
01101820,OK,Jackson,1979,2,2,1
01101820,OK,Jackson,1980,3,3,1
01101820,OK,Jackson,1981,2,1,0.5
01101820,OK,Jackson,1981,3,2,0.666666667
01101820,OK,Jackson,1982,1,1,1
01101820,OK,Jackson,1982,0,1,
01101820,OK,Jackson,1983,3,3,1
01101820,OK,Jackson,1984,1,0,0
01101820,OK,Jackson,1985,1,1,1
01101820,OK,Jackson,1986,4,4,1
01101820,OK,Jackson,1987,3,3,1
01101820,OK,Jackson,1988,3,3,1
01101820,OK,Jackson,1989,1,1,1
01101820,OK,Jackson,1990,1,0,0
01101820,OK,Jackson,1990,1,1,1
01101820,OK,Jackson,1991,1,1,1
01101820,OK,Jackson,1993,2,0,0
01101820,OK,Jackson,1994,2,0,0
01101820,OK,Jackson,1995,2,1,0.5
01101820,OK,Jackson,1995,1,1,1
01101820,OK,Jackson,1997,3,3,1
01101820,OK,Jackson,1999,4,4,1
01101820,OK,Jackson,2001,2,1,0.5
01101820,OK,Jackson,2002,2,1,0.5
01101820,OK,Jackson,2003,1,0,0
01101820,OK,Jackson,2003,1,1,1
01101820,OK,Jackson,2004,3,2,0.666666667
01101820,OK,Jackson,2005,1,0,0
01101820,OK,Jackson,2005,1,1,1
01101820,OK,Jackson,2008,1,0,0
01101820,OK,Jackson,2009,3,3,1
01101820,OK,Jackson,2012,1,1,1
01101820,OK,Jackson,2016,1,0,0
01101820,OK,Jackson,2016,1,1,1
01101821,OK,Jefferson,1969,2,2,1
01101821,OK,Jefferson,1971,1,1,1
01101821,OK,Jefferson,1978,1,0,0
01101821,OK,Jefferson,1982,2,2,1
01101821,OK,Jefferson,1983,1,1,1
01101821,OK,Jefferson,1984,2,2,1
01101821,OK,Jefferson,1985,2,2,1
01101821,OK,Jefferson,1986,1,0,0
01101821,OK,Jefferson,1987,3,2,0.666666667
01101821,OK,Jefferson,1989,1,0,0
01101821,OK,Jefferson,1990,1,1,1
01101821,OK,Jefferson,1990,1,2,2
01101821,OK,Jefferson,1992,1,1,1
01101821,OK,Jefferson,1993,2,2,1
01101821,OK,Jefferson,1996,1,0,0
01101821,OK,Jefferson,1998,1,1,1
01101821,OK,Jefferson,2005,1,1,1
01101822,OK,Johnston,1966,1,1,1
01101822,OK,Johnston,1968,1,1,1
01101822,OK,Johnston,1970,1,1,1
01101822,OK,Johnston,1971,1,1,1
01101822,OK,Johnston,1975,2,2,1
01101822,OK,Johnston,1977,3,3,1
01101822,OK,Johnston,1978,0,1,
01101822,OK,Johnston,1979,1,1,1
01101822,OK,Johnston,1980,1,1,1
01101822,OK,Johnston,1981,1,1,1
01101822,OK,Johnston,1982,1,1,1
01101822,OK,Johnston,1984,1,1,1
01101822,OK,Johnston,1985,2,2,1
01101822,OK,Johnston,1986,1,1,1
01101822,OK,Johnston,1987,2,2,1
01101822,OK,Johnston,1988,2,0,0
01101822,OK,Johnston,1991,1,1,1
01101822,OK,Johnston,1994,1,0,0
01101822,OK,Johnston,1994,1,1,1
01101822,OK,Johnston,2004,2,2,1
01101822,OK,Johnston,2008,1,1,1
01101822,OK,Johnston,2010,3,3,1
01101822,OK,Johnston,2012,1,1,1
01101823,OK,Kay,1965,2,2,1
01101823,OK,Kay,1966,3,3,1
01101823,OK,Kay,1967,1,1,1
01101823,OK,Kay,1968,1,1,1
01101823,OK,Kay,1970,2,1,0.5
01101823,OK,Kay,1972,4,4,1
01101823,OK,Kay,1974,4,4,1
01101823,OK,Kay,1975,1,1,1
01101823,OK,Kay,1976,1,1,1
01101823,OK,Kay,1978,4,4,1
01101823,OK,Kay,1979,1,0,0
01101823,OK,Kay,1979,2,2,1
01101823,OK,Kay,1980,2,1,0.5
01101823,OK,Kay,1981,1,0,0
01101823,OK,Kay,1982,1,0,0
01101823,OK,Kay,1982,2,2,1
01101823,OK,Kay,1983,2,1,0.5
01101823,OK,Kay,1983,1,1,1
01101823,OK,Kay,1984,3,3,1
01101823,OK,Kay,1985,1,1,1
01101823,OK,Kay,1986,3,3,1
01101823,OK,Kay,1987,1,1,1
01101823,OK,Kay,1988,1,1,1
01101823,OK,Kay,1991,2,2,1
01101823,OK,Kay,1992,1,1,1
01101823,OK,Kay,1993,1,1,1
01101823,OK,Kay,1994,1,1,1
01101823,OK,Kay,1995,4,4,1
01101823,OK,Kay,1997,3,0,0
01101823,OK,Kay,1998,4,4,1
01101823,OK,Kay,1999,1,1,1
01101823,OK,Kay,2000,3,3,1
01101823,OK,Kay,2001,3,3,1
01101823,OK,Kay,2003,2,1,0.5
01101823,OK,Kay,2004,1,1,1
01101823,OK,Kay,2005,1,0,0
01101823,OK,Kay,2007,2,1,0.5
01101823,OK,Kay,2007,1,1,1
01101823,OK,Kay,2008,1,0,0
01101823,OK,Kay,2009,2,2,1
01101823,OK,Kay,2010,1,0,0
01101823,OK,Kay,2011,1,1,1
01101823,OK,Kay,2013,1,0,0
01101823,OK,Kay,2014,3,3,1
01101824,OK,Kingfisher,1965,1,1,1
01101824,OK,Kingfisher,1973,2,2,1
01101824,OK,Kingfisher,1974,2,2,1
01101824,OK,Kingfisher,1975,1,1,1
01101824,OK,Kingfisher,1977,1,0,0
01101824,OK,Kingfisher,1979,1,1,1
01101824,OK,Kingfisher,1980,4,4,1
01101824,OK,Kingfisher,1992,1,1,1
01101824,OK,Kingfisher,1994,1,1,1
01101824,OK,Kingfisher,1995,1,1,1
01101824,OK,Kingfisher,1997,1,1,1
01101824,OK,Kingfisher,1998,1,1,1
01101824,OK,Kingfisher,1999,2,0,0
01101824,OK,Kingfisher,2000,0,1,
01101824,OK,Kingfisher,2015,1,0,0
01101825,OK,Kiowa,1970,1,1,1
01101825,OK,Kiowa,1972,1,1,1
01101825,OK,Kiowa,1973,1,1,1
01101825,OK,Kiowa,1975,1,1,1
01101825,OK,Kiowa,1976,3,3,1
01101825,OK,Kiowa,1979,1,1,1
01101825,OK,Kiowa,1981,3,3,1
01101825,OK,Kiowa,1982,1,2,2
01101825,OK,Kiowa,1983,2,1,0.5
01101825,OK,Kiowa,1986,1,0,0
01101825,OK,Kiowa,1987,1,0,0
01101825,OK,Kiowa,1987,1,1,1
01101825,OK,Kiowa,1988,1,1,1
01101825,OK,Kiowa,1988,0,1,
01101825,OK,Kiowa,1989,1,0,0
01101825,OK,Kiowa,1990,1,1,1
01101825,OK,Kiowa,1993,1,1,1
01101825,OK,Kiowa,1994,2,2,1
01101825,OK,Kiowa,2000,1,1,1
01101825,OK,Kiowa,2001,1,1,1
01101825,OK,Kiowa,2002,1,1,1
01101825,OK,Kiowa,2003,1,0,0
01101825,OK,Kiowa,2011,1,0,0
01101825,OK,Kiowa,2011,1,1,1
01101825,OK,Kiowa,2015,1,0,0
01101826,OK,Latimer,1967,3,0,0
01101826,OK,Latimer,1968,1,0,0
01101826,OK,Latimer,1974,1,1,1
01101826,OK,Latimer,1975,2,0,0
01101826,OK,Latimer,1977,1,1,1
01101826,OK,Latimer,1978,1,1,1
01101826,OK,Latimer,1982,1,1,1
01101826,OK,Latimer,1984,1,1,1
01101826,OK,Latimer,1985,2,2,1
01101826,OK,Latimer,1987,2,2,1
01101826,OK,Latimer,1990,2,0,0
01101826,OK,Latimer,1991,1,1,1
01101826,OK,Latimer,1992,1,1,1
01101826,OK,Latimer,1994,4,4,1
01101826,OK,Latimer,1995,4,4,1
01101826,OK,Latimer,1996,1,0,0
01101826,OK,Latimer,1997,4,3,0.75
01101826,OK,Latimer,1998,1,1,1
01101826,OK,Latimer,2003,1,1,1
01101826,OK,Latimer,2008,1,0,0
01101827,OK,Le Flore,1965,1,0,0
01101827,OK,Le Flore,1965,4,4,1
01101827,OK,Le Flore,1967,1,1,1
01101827,OK,Le Flore,1968,2,2,1
01101827,OK,Le Flore,1969,2,2,1
01101827,OK,Le Flore,1973,2,2,1
01101827,OK,Le Flore,1974,2,2,1
01101827,OK,Le Flore,1975,4,3,0.75
01101827,OK,Le Flore,1975,2,2,1
01101827,OK,Le Flore,1976,2,2,1
01101827,OK,Le Flore,1978,3,1,0.333333333
01101827,OK,Le Flore,1978,3,3,1
01101827,OK,Le Flore,1979,1,1,1
01101827,OK,Le Flore,1980,2,2,1
01101827,OK,Le Flore,1982,8,8,1
01101827,OK,Le Flore,1983,3,3,1
01101827,OK,Le Flore,1984,2,1,0.5
01101827,OK,Le Flore,1984,2,2,1
01101827,OK,Le Flore,1985,1,0,0
01101827,OK,Le Flore,1985,1,1,1
01101827,OK,Le Flore,1986,0,1,
01101827,OK,Le Flore,1987,1,0,0
01101827,OK,Le Flore,1987,3,3,1
01101827,OK,Le Flore,1988,2,2,1
01101827,OK,Le Flore,1989,3,3,1
01101827,OK,Le Flore,1990,5,4,0.8
01101827,OK,Le Flore,1990,1,1,1
01101827,OK,Le Flore,1991,2,2,1
01101827,OK,Le Flore,1992,3,3,1
01101827,OK,Le Flore,1993,2,2,1
01101827,OK,Le Flore,1994,1,1,1
01101827,OK,Le Flore,1995,3,3,1
01101827,OK,Le Flore,1996,1,0,0
01101827,OK,Le Flore,1996,3,3,1
01101827,OK,Le Flore,1997,2,2,1
01101827,OK,Le Flore,1998,4,4,1
01101827,OK,Le Flore,1999,6,4,0.666666667
01101827,OK,Le Flore,1999,1,1,1
01101827,OK,Le Flore,2000,6,6,1
01101827,OK,Le Flore,2001,4,4,1
01101827,OK,Le Flore,2002,3,3,1
01101827,OK,Le Flore,2003,2,2,1
01101827,OK,Le Flore,2005,1,0,0
01101827,OK,Le Flore,2005,2,2,1
01101827,OK,Le Flore,2006,1,0,0
01101827,OK,Le Flore,2007,1,0,0
01101827,OK,Le Flore,2008,2,2,1
01101827,OK,Le Flore,2009,4,3,0.75
01101827,OK,Le Flore,2010,2,1,0.5
01101827,OK,Le Flore,2010,0,1,
01101827,OK,Le Flore,2011,2,2,1
01101827,OK,Le Flore,2012,1,1,1
01101827,OK,Le Flore,2013,1,0,0
01101827,OK,Le Flore,2015,1,1,1
01101827,OK,Le Flore,2016,2,0,0
01101827,OK,Le Flore,2016,4,4,1
01101828,OK,Lincoln,1971,3,0,0
01101828,OK,Lincoln,1973,5,1,0.2
01101828,OK,Lincoln,1974,0,5,
01101828,OK,Lincoln,1978,1,1,1
01101828,OK,Lincoln,1980,3,2,0.666666667
01101828,OK,Lincoln,1982,1,0,0
01101828,OK,Lincoln,1982,3,3,1
01101828,OK,Lincoln,1983,1,1,1
01101828,OK,Lincoln,1984,2,2,1
01101828,OK,Lincoln,1985,1,0,0
01101828,OK,Lincoln,1988,2,0,0
01101828,OK,Lincoln,1989,1,1,1
01101828,OK,Lincoln,1990,2,2,1
01101828,OK,Lincoln,1991,1,1,1
01101828,OK,Lincoln,1992,3,2,0.666666667
01101828,OK,Lincoln,1992,1,1,1
01101828,OK,Lincoln,1993,1,1,1
01101828,OK,Lincoln,1994,1,1,1
01101828,OK,Lincoln,1995,1,1,1
01101828,OK,Lincoln,1996,4,1,0.25
01101828,OK,Lincoln,1998,1,1,1
01101828,OK,Lincoln,1999,1,1,1
01101828,OK,Lincoln,2000,1,1,1
01101828,OK,Lincoln,2002,3,3,1
01101828,OK,Lincoln,2003,1,0,0
01101828,OK,Lincoln,2004,1,0,0
01101828,OK,Lincoln,2006,1,0,0
01101828,OK,Lincoln,2008,1,0,0
01101828,OK,Lincoln,2008,2,1,0.5
01101828,OK,Lincoln,2010,2,0,0
01101828,OK,Lincoln,2011,3,1,0.333333333
01101828,OK,Lincoln,2011,1,1,1
01101828,OK,Lincoln,2012,1,0,0
01101828,OK,Lincoln,2013,1,1,1
01101828,OK,Lincoln,2014,3,0,0
01101828,OK,Lincoln,2016,1,0,0
01101829,OK,Logan,1967,1,1,1
01101829,OK,Logan,1968,4,4,1
01101829,OK,Logan,1969,1,1,1
01101829,OK,Logan,1970,2,2,1
01101829,OK,Logan,1972,3,0,0
01101829,OK,Logan,1972,1,1,1
01101829,OK,Logan,1974,1,0,0
01101829,OK,Logan,1974,1,1,1
01101829,OK,Logan,1975,1,0,0
01101829,OK,Logan,1975,1,1,1
01101829,OK,Logan,1976,1,1,1
01101829,OK,Logan,1977,1,0,0
01101829,OK,Logan,1977,1,1,1
01101829,OK,Logan,1978,2,1,0.5
01101829,OK,Logan,1978,1,1,1
01101829,OK,Logan,1979,2,1,0.5
01101829,OK,Logan,1980,3,3,1
01101829,OK,Logan,1981,2,1,0.5
01101829,OK,Logan,1982,2,1,0.5
01101829,OK,Logan,1983,1,1,1
01101829,OK,Logan,1984,1,1,1
01101829,OK,Logan,1986,1,1,1
01101829,OK,Logan,1987,1,0,0
01101829,OK,Logan,1987,2,1,0.5
01101829,OK,Logan,1990,1,0,0
01101829,OK,Logan,1990,1,1,1
01101829,OK,Logan,1993,5,4,0.8
01101829,OK,Logan,1993,1,1,1
01101829,OK,Logan,1994,2,2,1
01101829,OK,Logan,1996,1,1,1
01101829,OK,Logan,1997,1,1,1
01101829,OK,Logan,2001,1,1,1
01101829,OK,Logan,2002,3,3,1
01101829,OK,Logan,2004,3,3,1
01101829,OK,Logan,2006,1,1,1
01101829,OK,Logan,2007,1,1,1
01101829,OK,Logan,2008,1,1,1
01101829,OK,Logan,2010,1,0,0
01101829,OK,Logan,2010,1,1,1
01101829,OK,Logan,2011,2,0,0
01101829,OK,Logan,2011,1,1,1
01101829,OK,Logan,2013,1,1,1
01101829,OK,Logan,2014,2,0,0
01101829,OK,Logan,2015,1,1,1
01101829,OK,Logan,2016,1,0,0
01101830,OK,Love,1965,1,1,1
01101830,OK,Love,1968,1,1,1
01101830,OK,Love,1974,1,1,1
01101830,OK,Love,1975,1,1,1
01101830,OK,Love,1979,2,2,1
01101830,OK,Love,1982,2,2,1
01101830,OK,Love,1984,2,2,1
01101830,OK,Love,1986,1,1,1
01101830,OK,Love,1987,1,0,0
01101830,OK,Love,1989,0,1,
01101830,OK,Love,1990,1,0,0
01101830,OK,Love,1990,1,1,1
01101830,OK,Love,1991,1,1,1
01101830,OK,Love,1997,1,1,1
01101830,OK,Love,1999,0,1,
01101830,OK,Love,2000,1,1,1
01101830,OK,Love,2001,1,0,0
01101830,OK,Love,2006,2,2,1
01101830,OK,Love,2010,1,1,1
01101830,OK,Love,2013,3,3,1
01101831,OK,Major,1973,1,0,0
01101831,OK,Major,1989,2,2,1
01101831,OK,Major,2007,1,0,0
01101832,OK,Marshall,1966,1,1,1
01101832,OK,Marshall,1970,1,1,1
01101832,OK,Marshall,1971,1,1,1
01101832,OK,Marshall,1973,1,1,1
01101832,OK,Marshall,1974,1,1,1
01101832,OK,Marshall,1979,2,1,0.5
01101832,OK,Marshall,1982,1,0,0
01101832,OK,Marshall,1989,1,1,1
01101832,OK,Marshall,1990,2,0,0
01101832,OK,Marshall,1991,1,1,1
01101832,OK,Marshall,1995,1,1,1
01101832,OK,Marshall,1996,2,2,1
01101832,OK,Marshall,1997,1,0,0
01101832,OK,Marshall,2000,2,2,1
01101832,OK,Marshall,2002,1,1,1
01101832,OK,Marshall,2003,1,1,1
01101832,OK,Marshall,2008,1,0,0
01101832,OK,Marshall,2009,2,2,1
01101832,OK,Marshall,2012,2,2,1
01101833,OK,Mayes,1969,2,2,1
01101833,OK,Mayes,1973,3,1,0.333333333
01101833,OK,Mayes,1975,1,1,1
01101833,OK,Mayes,1977,3,0,0
01101833,OK,Mayes,1977,2,2,1
01101833,OK,Mayes,1978,2,2,1
01101833,OK,Mayes,1978,0,1,
01101833,OK,Mayes,1979,1,1,1
01101833,OK,Mayes,1980,5,5,1
01101833,OK,Mayes,1981,1,0,0
01101833,OK,Mayes,1982,2,1,0.5
01101833,OK,Mayes,1983,1,1,1
01101833,OK,Mayes,1984,1,0,0
01101833,OK,Mayes,1985,2,3,1.5
01101833,OK,Mayes,1986,1,0,0
01101833,OK,Mayes,1986,2,2,1
01101833,OK,Mayes,1987,2,1,0.5
01101833,OK,Mayes,1988,1,1,1
01101833,OK,Mayes,1989,2,2,1
01101833,OK,Mayes,1990,3,3,1
01101833,OK,Mayes,1991,2,2,1
01101833,OK,Mayes,1992,1,0,0
01101833,OK,Mayes,1992,1,1,1
01101833,OK,Mayes,1993,2,1,0.5
01101833,OK,Mayes,1995,1,1,1
01101833,OK,Mayes,1996,1,1,1
01101833,OK,Mayes,1997,1,1,1
01101833,OK,Mayes,1998,2,2,1
01101833,OK,Mayes,2000,1,1,1
01101833,OK,Mayes,2001,3,3,1
01101833,OK,Mayes,2002,1,1,1
01101833,OK,Mayes,2002,0,2,
01101833,OK,Mayes,2003,1,1,1
01101833,OK,Mayes,2004,1,0,0
01101833,OK,Mayes,2004,4,3,0.75
01101833,OK,Mayes,2005,2,1,0.5
01101833,OK,Mayes,2006,3,3,1
01101833,OK,Mayes,2007,1,2,2
01101833,OK,Mayes,2010,1,0,0
01101833,OK,Mayes,2012,2,2,1
01101833,OK,Mayes,2014,2,0,0
01101833,OK,Mayes,2016,1,0,0
01101834,OK,McClain,1976,1,1,1
01101834,OK,McClain,1977,2,2,1
01101834,OK,McClain,1978,3,0,0
01101834,OK,McClain,1978,1,1,1
01101834,OK,McClain,1979,2,2,1
01101834,OK,McClain,1980,2,2,1
01101834,OK,McClain,1983,2,2,1
01101834,OK,McClain,1985,1,0,0
01101834,OK,McClain,1986,1,0,0
01101834,OK,McClain,1988,2,2,1
01101834,OK,McClain,1989,1,1,1
01101834,OK,McClain,1990,1,1,1
01101834,OK,McClain,1991,1,0,0
01101834,OK,McClain,1992,1,0,0
01101834,OK,McClain,1994,1,1,1
01101834,OK,McClain,1995,1,1,1
01101834,OK,McClain,1996,3,3,1
01101834,OK,McClain,1998,3,3,1
01101834,OK,McClain,1999,1,1,1
01101834,OK,McClain,2000,1,1,1
01101834,OK,McClain,2001,2,2,1
01101834,OK,McClain,2005,1,1,1
01101834,OK,McClain,2006,1,0,0
01101834,OK,McClain,2006,4,4,1
01101834,OK,McClain,2007,1,1,1
01101834,OK,McClain,2010,1,0,0
01101834,OK,McClain,2010,3,3,1
01101834,OK,McClain,2014,1,0,0
01101834,OK,McClain,2015,3,0,0
01101834,OK,McClain,2016,2,0,0
01101835,OK,McCurtain,1965,8,3,0.375
01101835,OK,McCurtain,1966,1,0,0
01101835,OK,McCurtain,1967,2,0,0
01101835,OK,McCurtain,1970,1,0,0
01101835,OK,McCurtain,1974,2,0,0
01101835,OK,McCurtain,1974,2,2,1
01101835,OK,McCurtain,1975,1,1,1
01101835,OK,McCurtain,1975,1,2,2
01101835,OK,McCurtain,1976,6,6,1
01101835,OK,McCurtain,1977,5,3,0.6
01101835,OK,McCurtain,1977,3,3,1
01101835,OK,McCurtain,1978,4,4,1
01101835,OK,McCurtain,1979,6,6,1
01101835,OK,McCurtain,1980,3,1,0.333333333
01101835,OK,McCurtain,1980,6,3,0.5
01101835,OK,McCurtain,1981,1,1,1
01101835,OK,McCurtain,1981,6,7,1.166666667
01101835,OK,McCurtain,1982,1,0,0
01101835,OK,McCurtain,1982,8,7,0.875
01101835,OK,McCurtain,1982,3,3,1
01101835,OK,McCurtain,1983,1,0,0
01101835,OK,McCurtain,1983,1,1,1
01101835,OK,McCurtain,1984,6,5,0.833333333
01101835,OK,McCurtain,1984,5,5,1
01101835,OK,McCurtain,1985,6,5,0.833333333
01101835,OK,McCurtain,1985,3,3,1
01101835,OK,McCurtain,1986,4,4,1
01101835,OK,McCurtain,1987,1,0,0
01101835,OK,McCurtain,1987,7,6,0.857142857
01101835,OK,McCurtain,1987,1,1,1
01101835,OK,McCurtain,1988,7,7,1
01101835,OK,McCurtain,1989,1,1,1
01101835,OK,McCurtain,1990,2,2,1
01101835,OK,McCurtain,1991,4,3,0.75
01101835,OK,McCurtain,1991,2,2,1
01101835,OK,McCurtain,1992,7,7,1
